arm,round,task_id,task_type,reward,outcome,overlong,masked,kill_reason,termination,agent_turns,response_tokens,infra_error
partial,3,37,write,1.0,1.0,0,0,,user_stop,11,4585,0
partial,3,43,read,1.0,1.0,0,0,,user_stop,13,4702,0
partial,3,22,write,0.0,0.0,0,0,,user_stop,13,5340,0
partial,3,17,write,1.0,1.0,0,0,,user_stop,13,5817,0
partial,3,17,write,1.0,1.0,0,0,,user_stop,13,5322,0
partial,3,37,write,1.0,1.0,0,0,,user_stop,11,4657,0
partial,3,17,write,1.0,1.0,0,0,,user_stop,14,5022,0
partial,3,37,write,1.0,1.0,0,0,,user_stop,10,4424,0
partial,3,43,read,0.0,0.0,0,0,,user_stop,18,6223,0
partial,3,38,read,1.0,1.0,0,0,,user_stop,10,3569,0
partial,3,17,write,0.0,0.0,0,0,,user_stop,13,5081,0
partial,3,8,write,1.0,1.0,0,0,,user_stop,13,5318,0
partial,3,22,write,0.0,0.0,0,0,,user_stop,15,5818,0
partial,3,37,write,0.0,0.0,0,0,,user_stop,13,5285,0
partial,3,38,read,1.0,1.0,0,0,,user_stop,11,3260,0
partial,3,22,write,1.0,1.0,0,0,,user_stop,15,5517,0
partial,3,22,write,1.0,1.0,0,0,,user_stop,14,5165,0
partial,3,32,write,1.0,1.0,0,0,,user_stop,10,4076,0
partial,3,27,read,1.0,1.0,0,0,,user_stop,16,5294,0
partial,3,9,read,1.0,1.0,0,0,,user_stop,12,6239,0
partial,3,8,write,0.0,0.0,0,0,,user_stop,13,5562,0
partial,3,8,write,1.0,1.0,0,0,,user_stop,12,6251,0
partial,3,17,write,0.0,0.0,0,0,,user_stop,14,5986,0
partial,3,9,read,1.0,1.0,0,0,,user_stop,11,5614,0
partial,3,27,read,1.0,1.0,0,0,,user_stop,18,5723,0
partial,3,44,write,0.0,0.0,1,0,,max_steps,20,9600,0
partial,3,27,read,1.0,1.0,0,0,,user_stop,18,5569,0
partial,3,8,write,1.0,1.0,0,0,,user_stop,12,6051,0
partial,3,27,read,1.0,1.0,0,0,,user_stop,18,5814,0
partial,3,4,read,1.0,1.0,0,0,,user_stop,11,3966,0
partial,3,9,read,1.0,1.0,0,0,,user_stop,11,5795,0
partial,3,39,write,1.0,1.0,0,0,,user_stop,15,9158,0
partial,3,24,write,0.0,0.0,0,0,,user_stop,12,5397,0
partial,3,8,write,1.0,1.0,0,0,,user_stop,13,5901,0
partial,3,4,read,1.0,1.0,0,0,,user_stop,12,4276,0
partial,3,7,write,0.0,0.0,0,0,,user_stop,14,8061,0
partial,3,7,write,0.0,0.0,0,0,,user_stop,15,6589,0
partial,3,32,write,1.0,1.0,0,0,,user_stop,13,4022,0
partial,3,2,read,1.0,1.0,0,0,,user_stop,11,3358,0
partial,3,9,read,1.0,1.0,0,0,,user_stop,12,6782,0
partial,3,39,write,1.0,1.0,0,0,,user_stop,15,8365,0
partial,3,32,write,1.0,1.0,0,0,,user_stop,15,8198,0
partial,3,39,write,1.0,1.0,0,0,,user_stop,16,7511,0
partial,3,28,none,1.0,1.0,0,0,,user_stop,11,2882,0
partial,3,39,write,0.0,0.0,1,0,,max_steps,20,9369,0
partial,3,37,write,1.0,1.0,0,0,,user_stop,14,4882,0
partial,3,32,write,1.0,1.0,0,0,,user_stop,15,6311,0
partial,3,39,write,1.0,1.0,0,0,,user_stop,17,9244,0
partial,3,7,write,0.0,0.0,0,0,,user_stop,16,8374,0
partial,3,12,write,0.0,0.0,0,0,,user_stop,13,4250,0
partial,3,12,write,0.0,0.0,0,0,,user_stop,13,4800,0
partial,3,17,write,0.0,0.0,0,0,,user_stop,16,6211,0
partial,3,49,read,1.0,1.0,0,0,,user_stop,10,3483,0
partial,3,44,write,0.0,0.0,1,0,,max_steps,20,11091,0
partial,3,32,write,1.0,1.0,0,0,,user_stop,12,4812,0
partial,3,2,read,1.0,1.0,0,0,,user_stop,16,4425,0
partial,3,7,write,0.0,0.0,1,0,,max_steps,20,10009,0
partial,3,9,read,1.0,1.0,0,0,,user_stop,11,6826,0
partial,3,7,write,0.0,0.0,0,0,,user_stop,17,9025,0
partial,3,24,write,0.0,0.0,1,0,,max_steps,20,7349,0
partial,3,27,read,1.0,1.0,0,0,,user_stop,18,5925,0
partial,3,37,write,1.0,1.0,0,0,,user_stop,13,5400,0
partial,3,24,write,0.0,0.0,1,0,,max_steps,20,8208,0
partial,3,8,write,0.0,0.0,0,0,,user_stop,12,6274,0
partial,3,18,write,1.0,1.0,0,0,,user_stop,17,7617,0
partial,3,18,write,1.0,1.0,0,0,,user_stop,17,7521,0
partial,3,18,write,0.0,0.0,0,0,,user_stop,18,7402,0
partial,3,44,write,0.0,0.0,1,0,,max_steps,20,10480,0
partial,3,12,write,0.0,0.0,0,0,,user_stop,15,5991,0
partial,3,18,write,0.0,0.0,0,0,,user_stop,17,7154,0
partial,3,18,write,1.0,1.0,0,0,,user_stop,17,7214,0
partial,3,4,read,1.0,1.0,0,0,,user_stop,12,5427,0
partial,3,12,write,0.0,0.0,0,0,,user_stop,14,4632,0
partial,3,12,write,1.0,1.0,0,0,,user_stop,14,5115,0
partial,3,18,write,1.0,1.0,0,0,,user_stop,17,7671,0
partial,3,47,read,1.0,1.0,0,0,,user_stop,10,5884,0
partial,3,32,write,1.0,1.0,0,0,,user_stop,15,8562,0
partial,3,38,read,1.0,1.0,0,0,,user_stop,14,5217,0
partial,3,2,read,1.0,1.0,0,0,,user_stop,12,4313,0
partial,3,12,write,0.0,0.0,0,0,,user_stop,15,5381,0
partial,3,29,write,0.0,0.0,0,0,,user_stop,17,8953,0
partial,3,42,write,1.0,1.0,0,0,,user_stop,16,8342,0
partial,3,2,read,1.0,1.0,0,0,,user_stop,19,5180,0
partial,3,4,read,1.0,1.0,0,0,,user_stop,19,5314,0
partial,3,49,read,0.0,0.0,0,0,,user_stop,13,4706,0
partial,3,14,write,0.0,0.0,1,0,,max_steps,20,10669,0
partial,3,44,write,0.0,0.0,0,0,,user_stop,13,6312,0
partial,3,2,read,1.0,1.0,0,0,,user_stop,15,5788,0
partial,3,4,read,0.5,0.0,1,0,,max_steps,20,5534,0
partial,3,24,write,0.5,0.0,1,0,,max_steps,20,9959,0
partial,3,23,write,1.0,1.0,0,0,,user_stop,14,13230,0
partial,3,28,none,0.0,0.0,1,0,,max_steps,20,3898,0
partial,3,39,write,0.5,0.0,1,0,,max_steps,20,11573,0
partial,3,33,write,0.0,0.0,0,0,,user_stop,15,6067,0
partial,3,34,none,0.0,0.0,0,0,,user_stop,12,7626,0
partial,3,33,write,1.0,1.0,0,0,,user_stop,18,8852,0
partial,3,24,write,0.5,0.0,1,0,,max_steps,20,10378,0
partial,3,7,write,0.0,0.0,1,0,,max_steps,20,11136,0
partial,3,38,read,1.0,1.0,0,0,,user_stop,16,6267,0
partial,3,29,write,0.0,0.0,0,0,,user_stop,14,8080,0
partial,3,24,write,0.0,0.0,0,0,,user_stop,19,8719,0
partial,3,29,write,0.0,0.0,0,0,,user_stop,13,7557,0
partial,3,29,write,0.0,0.0,0,0,,user_stop,17,14915,0
partial,3,44,write,0.0,0.0,1,0,,max_steps,20,12268,0
partial,3,23,write,0.0,0.0,0,0,,user_stop,15,12643,0
partial,3,14,write,1.0,1.0,0,0,,user_stop,18,12227,0
partial,3,42,write,0.0,0.0,1,0,,max_steps,20,11998,0
partial,3,14,write,0.0,0.0,0,0,,user_stop,18,15702,0
partial,3,28,none,1.0,1.0,0,0,,user_stop,17,5387,0
partial,3,23,write,1.0,1.0,0,0,,user_stop,18,14104,0
partial,3,34,none,1.0,1.0,0,0,,user_stop,12,9667,0
partial,3,33,write,0.5,0.0,1,0,,max_steps,20,12251,0
partial,3,33,write,0.0,0.0,0,0,,user_stop,16,10187,0
partial,3,42,write,0.0,0.0,0,0,,user_stop,19,11656,0
partial,3,29,write,0.0,0.0,0,0,,user_stop,12,9001,0
partial,3,34,none,1.0,1.0,0,0,,user_stop,13,11207,0
partial,3,42,write,0.0,0.0,0,0,,user_stop,18,10784,0
partial,3,42,write,0.0,0.0,1,0,,max_steps,20,12910,0
partial,3,33,write,1.0,1.0,0,0,,user_stop,18,9849,0
partial,3,28,none,0.0,0.0,1,0,,max_steps,20,4888,0
partial,3,33,write,0.0,0.0,0,0,,user_stop,17,11644,0
partial,3,34,none,1.0,1.0,0,0,,user_stop,13,10366,0
partial,3,14,write,0.5,0.0,1,0,budget,max_steps,19,16854,0
partial,3,44,write,0.0,0.0,0,0,,user_stop,19,13223,0
partial,3,14,write,0.0,0.0,0,0,,user_stop,18,16360,0
partial,3,14,write,0.0,0.0,1,0,budget,max_steps,17,16444,0
partial,3,29,write,0.0,0.0,1,0,,max_steps,20,15183,0
partial,3,34,none,1.0,1.0,0,0,,user_stop,14,12328,0
partial,3,42,write,0.0,0.0,1,0,,max_steps,20,13505,0
partial,3,23,write,0.0,0.0,1,0,budget,max_steps,13,16520,0
partial,3,34,none,0.0,0.0,0,0,,user_stop,19,16143,0
partial,3,23,write,0.0,0.0,1,0,budget,max_steps,19,16536,0
partial,3,23,write,0.0,0.0,1,0,budget,max_steps,13,16491,0
partial,4,28,none,1.0,1.0,0,0,,user_stop,5,1122,0
partial,4,47,read,0.0,0.0,0,0,,user_stop,6,1301,0
partial,4,48,read,1.0,1.0,0,0,,user_stop,6,1521,0
partial,4,3,read,1.0,1.0,0,0,,user_stop,7,1583,0
partial,4,28,none,1.0,1.0,0,0,,user_stop,6,1774,0
partial,4,3,read,1.0,1.0,0,0,,user_stop,8,2046,0
partial,4,28,none,1.0,1.0,0,0,,user_stop,6,1448,0
partial,4,49,read,1.0,1.0,0,0,,user_stop,6,1758,0
partial,4,47,read,0.0,0.0,0,0,,user_stop,8,2075,0
partial,4,3,read,1.0,1.0,0,0,,user_stop,7,1570,0
partial,4,48,read,1.0,1.0,0,0,,user_stop,6,1870,0
partial,4,3,read,1.0,1.0,0,0,,user_stop,10,2027,0
partial,4,3,read,1.0,1.0,0,0,,user_stop,8,1692,0
partial,4,28,none,1.0,1.0,0,0,,user_stop,6,1486,0
partial,4,13,read,1.0,1.0,0,0,,user_stop,6,1571,0
partial,4,3,read,1.0,1.0,0,0,,user_stop,9,2045,0
partial,4,28,none,1.0,1.0,0,0,,user_stop,6,1810,0
partial,4,49,read,1.0,1.0,0,0,,user_stop,7,1942,0
partial,4,38,read,1.0,1.0,0,0,,user_stop,8,2522,0
partial,4,38,read,1.0,1.0,0,0,,user_stop,9,2809,0
partial,4,12,write,0.0,0.0,0,0,,user_stop,7,2935,0
partial,4,47,read,0.0,0.0,0,0,,user_stop,8,1740,0
partial,4,19,write,1.0,1.0,0,0,,user_stop,10,2728,0
partial,4,19,write,1.0,1.0,0,0,,user_stop,11,2808,0
partial,4,13,read,1.0,1.0,0,0,,user_stop,7,1923,0
partial,4,49,read,1.0,1.0,0,0,,user_stop,6,2447,0
partial,4,19,write,1.0,1.0,0,0,,user_stop,10,3011,0
partial,4,28,none,1.0,1.0,0,0,,user_stop,8,2126,0
partial,4,43,read,1.0,1.0,0,0,,user_stop,12,4112,0
partial,4,13,read,1.0,1.0,0,0,,user_stop,7,2681,0
partial,4,48,read,1.0,1.0,0,0,,user_stop,8,2226,0
partial,4,19,write,1.0,1.0,0,0,,user_stop,9,3215,0
partial,4,19,write,1.0,1.0,0,0,,user_stop,10,3111,0
partial,4,8,write,1.0,1.0,0,0,,user_stop,11,4756,0
partial,4,38,read,1.0,1.0,0,0,,user_stop,9,3076,0
partial,4,22,write,1.0,1.0,0,0,,user_stop,12,4547,0
partial,4,49,read,1.0,1.0,0,0,,user_stop,7,2661,0
partial,4,43,read,1.0,1.0,0,0,,user_stop,13,4153,0
partial,4,13,read,1.0,1.0,0,0,,user_stop,8,2590,0
partial,4,19,write,1.0,1.0,0,0,,user_stop,10,3475,0
partial,4,43,read,1.0,1.0,0,0,,user_stop,12,4289,0
partial,4,38,read,1.0,1.0,0,0,,user_stop,9,3265,0
partial,4,48,read,1.0,1.0,0,0,,user_stop,9,2313,0
partial,4,43,read,1.0,1.0,0,0,,user_stop,13,4357,0
partial,4,22,write,1.0,1.0,0,0,,user_stop,15,4789,0
partial,4,12,write,0.0,0.0,0,0,,user_stop,8,3426,0
partial,4,4,read,1.0,1.0,0,0,,user_stop,11,3998,0
partial,4,9,read,1.0,1.0,0,0,,user_stop,10,4893,0
partial,4,8,write,1.0,1.0,0,0,,user_stop,12,4842,0
partial,4,48,read,1.0,1.0,0,0,,user_stop,9,2605,0
partial,4,43,read,1.0,1.0,0,0,,user_stop,14,4103,0
partial,4,22,write,1.0,1.0,0,0,,user_stop,13,4786,0
partial,4,43,read,1.0,1.0,0,0,,user_stop,12,4565,0
partial,4,48,read,1.0,1.0,0,0,,user_stop,9,2798,0
partial,4,38,read,1.0,1.0,0,0,,user_stop,10,3430,0
partial,4,2,read,1.0,1.0,0,0,,user_stop,10,3316,0
partial,4,38,read,1.0,1.0,0,0,,user_stop,11,3561,0
partial,4,4,read,1.0,1.0,0,0,,user_stop,11,4273,0
partial,4,22,write,1.0,1.0,0,0,,user_stop,14,4626,0
partial,4,22,write,1.0,1.0,0,0,,user_stop,14,4925,0
partial,4,17,write,1.0,1.0,0,0,,user_stop,12,5078,0
partial,4,17,write,1.0,1.0,0,0,,user_stop,12,4976,0
partial,4,27,read,1.0,1.0,0,0,,user_stop,15,6059,0
partial,4,32,write,1.0,1.0,0,0,,user_stop,12,4096,0
partial,4,49,read,1.0,1.0,0,0,,user_stop,8,2621,0
partial,4,32,write,1.0,1.0,0,0,,user_stop,11,4114,0
partial,4,2,read,1.0,1.0,0,0,,user_stop,11,3544,0
partial,4,27,read,1.0,1.0,0,0,,user_stop,17,5823,0
partial,4,27,read,1.0,1.0,0,0,,user_stop,17,5899,0
partial,4,9,read,1.0,1.0,0,0,,user_stop,10,5069,0
partial,4,22,write,1.0,1.0,0,0,,user_stop,14,5351,0
partial,4,17,write,1.0,1.0,0,0,,user_stop,11,5365,0
partial,4,27,read,1.0,1.0,0,0,,user_stop,18,5639,0
partial,4,37,write,1.0,1.0,0,0,,user_stop,10,4350,0
partial,4,4,read,1.0,1.0,0,0,,user_stop,11,4320,0
partial,4,17,write,1.0,1.0,0,0,,user_stop,12,5302,0
partial,4,47,read,0.0,0.0,0,0,,user_stop,11,3536,0
partial,4,32,write,1.0,1.0,0,0,,user_stop,10,4228,0
partial,4,37,write,1.0,1.0,0,0,,user_stop,11,4510,0
partial,4,9,read,1.0,1.0,0,0,,user_stop,12,5452,0
partial,4,13,read,1.0,1.0,0,0,,user_stop,17,7360,0
partial,4,4,read,1.0,1.0,0,0,,user_stop,11,4589,0
partial,4,17,write,0.0,0.0,0,0,,user_stop,13,5877,0
partial,4,49,read,1.0,1.0,0,0,,user_stop,11,3222,0
partial,4,8,write,1.0,1.0,0,0,,user_stop,12,5665,0
partial,4,4,read,1.0,1.0,0,0,,user_stop,12,4600,0
partial,4,27,read,1.0,1.0,0,0,,user_stop,17,5994,0
partial,4,7,write,0.0,0.0,0,0,,user_stop,16,7317,0
partial,4,32,write,1.0,1.0,0,0,,user_stop,12,4203,0
partial,4,12,write,0.0,0.0,0,0,,user_stop,12,3386,0
partial,4,27,read,0.5,0.0,1,0,,max_steps,20,6800,0
partial,4,13,read,1.0,1.0,0,0,,user_stop,19,6897,0
partial,4,18,write,0.0,0.0,0,0,,user_stop,18,7511,0
partial,4,18,write,1.0,1.0,0,0,,user_stop,18,7446,0
partial,4,2,read,1.0,1.0,0,0,,user_stop,13,4237,0
partial,4,37,write,1.0,1.0,0,0,,user_stop,13,5319,0
partial,4,8,write,1.0,1.0,0,0,,user_stop,13,5929,0
partial,4,18,write,0.0,0.0,1,0,,max_steps,20,7439,0
partial,4,47,read,1.0,1.0,0,0,,user_stop,13,3705,0
partial,4,32,write,1.0,1.0,0,0,,user_stop,11,4650,0
partial,4,42,write,1.0,1.0,0,0,,user_stop,17,6158,0
partial,4,9,read,1.0,1.0,0,0,,user_stop,11,5971,0
partial,4,9,read,1.0,1.0,0,0,,user_stop,11,6420,0
partial,4,12,write,0.0,0.0,0,0,,user_stop,15,5005,0
partial,4,12,write,1.0,1.0,0,0,,user_stop,13,5262,0
partial,4,32,write,1.0,1.0,0,0,,user_stop,14,5448,0
partial,4,44,write,0.0,0.0,0,0,,user_stop,12,5676,0
partial,4,44,write,0.0,0.0,0,0,,user_stop,14,5588,0
partial,4,4,read,1.0,1.0,0,0,,user_stop,12,5520,0
partial,4,39,write,1.0,1.0,0,0,,user_stop,16,7886,0
partial,4,8,write,1.0,1.0,0,0,,user_stop,13,6057,0
partial,4,37,write,1.0,1.0,0,0,,user_stop,12,6345,0
partial,4,18,write,0.0,0.0,0,0,,user_stop,19,8237,0
partial,4,17,write,1.0,1.0,0,0,,user_stop,14,7154,0
partial,4,37,write,1.0,1.0,0,0,,user_stop,12,5861,0
partial,4,8,write,1.0,1.0,0,0,,user_stop,15,6639,0
partial,4,18,write,0.0,0.0,1,0,,max_steps,20,7901,0
partial,4,33,write,0.0,0.0,0,0,,user_stop,12,4870,0
partial,4,44,write,0.0,0.0,0,0,,user_stop,14,5558,0
partial,4,2,read,0.0,0.0,0,0,,user_stop,14,5037,0
partial,4,39,write,1.0,1.0,0,0,,user_stop,16,8536,0
partial,4,9,read,1.0,1.0,0,0,,user_stop,10,7231,0
partial,4,18,write,0.0,0.0,0,0,,user_stop,18,8421,0
partial,4,24,write,0.5,0.0,1,0,,max_steps,20,7527,0
partial,4,12,write,1.0,1.0,0,0,,user_stop,13,5073,0
partial,4,7,write,0.0,0.0,0,0,,user_stop,16,8181,0
partial,4,39,write,0.5,0.0,1,0,,max_steps,20,8219,0
partial,4,37,write,1.0,1.0,0,0,,user_stop,12,6626,0
partial,4,33,write,0.0,0.0,0,0,,user_stop,14,5421,0
partial,4,2,read,0.0,0.0,0,0,,user_stop,15,5393,0
partial,4,24,write,0.0,0.0,0,0,,user_stop,19,8576,0
partial,4,7,write,0.0,0.0,1,0,,max_steps,20,9512,0
partial,4,2,read,1.0,1.0,0,0,,user_stop,14,7470,0
partial,4,39,write,0.0,0.0,0,0,,user_stop,15,9314,0
partial,4,33,write,0.0,0.0,0,0,,user_stop,13,5433,0
partial,4,24,write,0.0,0.0,1,0,,max_steps,20,8591,0
partial,4,7,write,0.0,0.0,0,0,,user_stop,19,8921,0
partial,4,29,write,1.0,1.0,0,0,,user_stop,15,7446,0
partial,4,44,write,0.0,0.0,1,0,,max_steps,20,10310,0
partial,4,47,read,1.0,1.0,0,0,,user_stop,13,5566,0
partial,4,39,write,1.0,1.0,0,0,,user_stop,19,9368,0
partial,4,39,write,1.0,1.0,0,0,,user_stop,16,9535,0
partial,4,24,write,0.0,0.0,1,0,,max_steps,20,7894,0
partial,4,34,none,1.0,1.0,0,0,,user_stop,11,7074,0
partial,4,29,write,0.0,0.0,0,0,,user_stop,13,8573,0
partial,4,29,write,0.0,0.0,0,0,,user_stop,13,7538,0
partial,4,42,write,0.0,0.0,1,0,,max_steps,20,11027,0
partial,4,29,write,0.0,0.0,0,0,,user_stop,12,8248,0
partial,4,24,write,1.0,1.0,0,0,,user_stop,15,10668,0
partial,4,7,write,0.0,0.0,0,0,,user_stop,15,9999,0
partial,4,33,write,0.0,0.0,0,0,,user_stop,17,8816,0
partial,4,14,write,0.0,0.0,0,0,,user_stop,17,11072,0
partial,4,24,write,0.0,0.0,1,0,,max_steps,20,10207,0
partial,4,29,write,0.0,0.0,0,0,,user_stop,13,9492,0
partial,4,42,write,0.0,0.0,0,0,,user_stop,19,10909,0
partial,4,42,write,0.0,0.0,0,0,,user_stop,18,10293,0
partial,4,33,write,0.0,0.0,1,0,,max_steps,20,10416,0
partial,4,42,write,0.0,0.0,0,0,,user_stop,19,11463,0
partial,4,44,write,0.0,0.0,1,0,,max_steps,20,13826,0
partial,4,14,write,0.0,0.0,1,0,,max_steps,20,14072,0
partial,4,34,none,0.0,0.0,0,0,,user_stop,15,10779,0
partial,4,42,write,0.0,0.0,0,0,,user_stop,19,11262,0
partial,4,33,write,0.5,0.0,1,0,,max_steps,20,11402,0
partial,4,44,write,0.0,0.0,0,0,,user_stop,18,10564,0
partial,4,29,write,0.0,0.0,0,0,,user_stop,14,12799,0
partial,4,14,write,0.5,0.0,1,0,,max_steps,20,13184,0
partial,4,14,write,1.0,1.0,0,0,,user_stop,15,11579,0
partial,4,7,write,0.0,0.0,0,0,,user_stop,18,11882,0
partial,4,34,none,0.0,0.0,0,0,,user_stop,14,11438,0
partial,4,34,none,1.0,1.0,0,0,,user_stop,17,13025,0
partial,4,23,write,0.0,0.0,1,0,budget,max_steps,13,16504,0
partial,4,23,write,1.0,1.0,0,0,,user_stop,17,15056,0
partial,4,23,write,0.0,0.0,1,0,budget,max_steps,15,16576,0
partial,4,14,write,1.0,1.0,0,0,,user_stop,17,14610,0
partial,4,23,write,0.0,0.0,1,0,budget,max_steps,15,16550,0
partial,4,14,write,0.0,0.0,1,0,budget,max_steps,15,16429,0
partial,4,23,write,0.0,0.0,1,0,budget,max_steps,16,16431,0
partial,4,23,write,0.0,0.0,1,0,budget,max_steps,17,16502,0
partial,4,34,none,1.0,1.0,0,0,,user_stop,18,15609,0
partial,4,34,none,0.0,0.0,1,0,budget,max_steps,19,16447,0
partial,5,3,read,1.0,1.0,0,0,,user_stop,9,2009,0
partial,5,47,read,0.0,0.0,0,0,,user_stop,7,1368,0
partial,5,28,none,1.0,1.0,0,0,,user_stop,7,1242,0
partial,5,3,read,1.0,1.0,0,0,,user_stop,7,1404,0
partial,5,28,none,1.0,1.0,0,0,,user_stop,6,1433,0
partial,5,13,read,1.0,1.0,0,0,,user_stop,6,1354,0
partial,5,48,read,1.0,1.0,0,0,,user_stop,7,1863,0
partial,5,47,read,0.0,0.0,0,0,,user_stop,8,1442,0
partial,5,47,read,0.0,0.0,0,0,,user_stop,8,1405,0
partial,5,3,read,1.0,1.0,0,0,,user_stop,9,2479,0
partial,5,48,read,1.0,1.0,0,0,,user_stop,7,1686,0
partial,5,28,none,1.0,1.0,0,0,,user_stop,7,1849,0
partial,5,3,read,1.0,1.0,0,0,,user_stop,8,1684,0
partial,5,19,write,1.0,1.0,0,0,,user_stop,9,1959,0
partial,5,48,read,1.0,1.0,0,0,,user_stop,7,1780,0
partial,5,13,read,1.0,1.0,0,0,,user_stop,7,1705,0
partial,5,12,write,0.0,0.0,0,0,,user_stop,10,2796,0
partial,5,28,none,1.0,1.0,0,0,,user_stop,9,1573,0
partial,5,47,read,1.0,1.0,0,0,,user_stop,7,1753,0
partial,5,13,read,1.0,1.0,0,0,,user_stop,7,1814,0
partial,5,24,write,0.0,0.0,0,0,,user_stop,7,2012,0
partial,5,43,read,1.0,1.0,0,0,,user_stop,11,3952,0
partial,5,47,read,0.0,0.0,0,0,,user_stop,7,2124,0
partial,5,4,read,1.0,1.0,0,0,,user_stop,11,3392,0
partial,5,3,read,1.0,1.0,0,0,,user_stop,9,2264,0
partial,5,28,none,1.0,1.0,0,0,,user_stop,6,1759,0
partial,5,19,write,1.0,1.0,0,0,,user_stop,10,2933,0
partial,5,2,read,1.0,1.0,0,0,,user_stop,9,2705,0
partial,5,3,read,1.0,1.0,0,0,,user_stop,9,2283,0
partial,5,49,read,1.0,1.0,0,0,,user_stop,8,2209,0
partial,5,19,write,1.0,1.0,0,0,,user_stop,10,2343,0
partial,5,48,read,1.0,1.0,0,0,,user_stop,7,1887,0
partial,5,19,write,1.0,1.0,0,0,,user_stop,11,2970,0
partial,5,32,write,1.0,1.0,0,0,,user_stop,10,3345,0
partial,5,27,read,1.0,1.0,0,0,,user_stop,14,5254,0
partial,5,38,read,1.0,1.0,0,0,,user_stop,10,3121,0
partial,5,49,read,1.0,1.0,0,0,,user_stop,9,2192,0
partial,5,32,write,0.0,0.0,0,0,,user_stop,8,2864,0
partial,5,13,read,1.0,1.0,0,0,,user_stop,7,2140,0
partial,5,22,write,1.0,1.0,0,0,,user_stop,12,4396,0
partial,5,19,write,1.0,1.0,0,0,,user_stop,12,3250,0
partial,5,2,read,1.0,1.0,0,0,,user_stop,8,2941,0
partial,5,4,read,1.0,1.0,0,0,,user_stop,10,4015,0
partial,5,27,read,1.0,1.0,0,0,,user_stop,7,1968,0
partial,5,22,write,1.0,1.0,0,0,,user_stop,13,4183,0
partial,5,49,read,1.0,1.0,0,0,,user_stop,10,2270,0
partial,5,22,write,1.0,1.0,0,0,,user_stop,12,4788,0
partial,5,43,read,1.0,1.0,0,0,,user_stop,12,3496,0
partial,5,43,read,1.0,1.0,0,0,,user_stop,15,4035,0
partial,5,32,write,1.0,1.0,0,0,,user_stop,12,3891,0
partial,5,49,read,1.0,1.0,0,0,,user_stop,11,2338,0
partial,5,9,read,1.0,1.0,0,0,,user_stop,10,4861,0
partial,5,38,read,1.0,1.0,0,0,,user_stop,12,3881,0
partial,5,38,read,1.0,1.0,0,0,,user_stop,10,3165,0
partial,5,43,read,1.0,1.0,0,0,,user_stop,14,4381,0
partial,5,13,read,1.0,1.0,0,0,,user_stop,9,3349,0
partial,5,22,write,1.0,1.0,0,0,,user_stop,15,4910,0
partial,5,17,write,1.0,1.0,0,0,,user_stop,12,4767,0
partial,5,43,read,1.0,1.0,0,0,,user_stop,14,4604,0
partial,5,48,read,1.0,1.0,0,0,,user_stop,10,2641,0
partial,5,49,read,1.0,1.0,0,0,,user_stop,13,2944,0
partial,5,38,read,1.0,1.0,0,0,,user_stop,10,3523,0
partial,5,12,write,0.0,0.0,0,0,,user_stop,9,3742,0
partial,5,17,write,1.0,1.0,0,0,,user_stop,14,5135,0
partial,5,4,read,1.0,1.0,0,0,,user_stop,11,3699,0
partial,5,4,read,1.0,1.0,0,0,,user_stop,12,3687,0
partial,5,39,write,1.0,1.0,0,0,,user_stop,15,6945,0
partial,5,19,write,1.0,1.0,0,0,,user_stop,13,3911,0
partial,5,32,write,1.0,1.0,0,0,,user_stop,9,4116,0
partial,5,17,write,0.0,0.0,0,0,,user_stop,14,5266,0
partial,5,27,read,1.0,1.0,0,0,,user_stop,17,5825,0
partial,5,9,read,1.0,1.0,0,0,,user_stop,11,4968,0
partial,5,48,read,1.0,1.0,0,0,,user_stop,10,2890,0
partial,5,32,write,1.0,1.0,0,0,,user_stop,12,3818,0
partial,5,22,write,1.0,1.0,0,0,,user_stop,14,5115,0
partial,5,27,read,1.0,1.0,0,0,,user_stop,17,6022,0
partial,5,12,write,0.0,0.0,0,0,,user_stop,13,3706,0
partial,5,9,read,1.0,1.0,0,0,,user_stop,13,5480,0
partial,5,13,read,1.0,1.0,0,0,,user_stop,17,6653,0
partial,5,22,write,1.0,1.0,0,0,,user_stop,16,4820,0
partial,5,8,write,1.0,1.0,0,0,,user_stop,12,5020,0
partial,5,37,write,1.0,1.0,0,0,,user_stop,12,4992,0
partial,5,49,read,1.0,1.0,0,0,,user_stop,10,3483,0
partial,5,17,write,1.0,1.0,0,0,,user_stop,13,5177,0
partial,5,32,write,1.0,1.0,0,0,,user_stop,13,6007,0
partial,5,12,write,0.0,0.0,0,0,,user_stop,13,4330,0
partial,5,17,write,1.0,1.0,0,0,,user_stop,13,5554,0
partial,5,28,none,1.0,1.0,0,0,,user_stop,11,2575,0
partial,5,9,read,1.0,1.0,0,0,,user_stop,11,5214,0
partial,5,2,read,1.0,1.0,0,0,,user_stop,11,3834,0
partial,5,4,read,1.0,1.0,0,0,,user_stop,12,4042,0
partial,5,39,write,1.0,1.0,0,0,,user_stop,15,7497,0
partial,5,18,write,1.0,1.0,0,0,,user_stop,18,7403,0
partial,5,18,write,1.0,1.0,0,0,,user_stop,19,7339,0
partial,5,39,write,1.0,1.0,0,0,,user_stop,16,7544,0
partial,5,9,read,1.0,1.0,0,0,,user_stop,11,5960,0
